School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location 1,Data As Of,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
P.S. 67 - BRONX,X,12,AUDITORIUM SEATING / PATH OF TRAVEL AUDITORIUM SEATING,684360,CIP,X067,2024 MOHEGAN AVENUE,Bronx,11204,BRONX,40.843945,-73.884788,206,15,2013142,2031230003,363,BX0601,"(40.843945, -73.884788)",23-Aug,11269,35,5,43,31
Q721 SPED - QUEENS,Q,24,FY21 RESO A PLAYGROUND UPGRADE,605000,CIP,Q722,57-12 94TH STREET,Queens,11204,QUEENS,40.736003,-73.867478,404,25,4462647,4018730050,683,QN0401,"(40.736003, -73.867478)",23-Aug,14784,66,3,5,68
P.S. 172 - BROOKLYN,K,15,COVID VENTILATION,306113,CIP,K172,825 4 AVENUE,Brooklyn,11204,BROOKLYN,40.657914,-74.000652,307,38,3009847,3006690001,101,BK0702,"(40.657914, -74.000652)",23-Aug,13515,9,2,7,45
P.S. 197 - QUEENS,Q,27,FY21 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,439880,CIP,Q197,825 HICKSVILLE ROAD,Queens,11204,QUEENS,40.600199,-73.743968,414,31,4298856,4155970001,101002,QN1401,"(40.600199, -73.743968)",23-Aug,20529,51,3,47,59
P.S. 110 - BRONX,X,9,ELECTRICAL WORK FOR A/C INITIATIVE,4171.6,CIP,X110,580 CROTONA PARK SOUTH,Bronx,11204,BRONX,40.835286,-73.900751,203,15,2009718,2029320001,149,BX0301,"(40.835286, -73.900751)",23-Aug,10934,34,5,42,25
P.S. 20 - MANHATTAN,M,1,EXTERIOR MASONRY / PARAPETS / ROOFS / SECURITY LIGHTING / WINDOWS,11515000,CIP,M020,166 ESSEX STREET,Manhattan,11204,MANHATTAN,40.72154,-73.986648,103,1,1004325,1003550001,3001,MN0302,"(40.72154, -73.986648)",23-Aug,11723,70,4,32,4
P.S. 51 - QUEENS,Q,27,C OF O,396000,CIP,Q051,87-45 117TH STREET,Queens,11204,QUEENS,40.699015,-73.832356,409,29,4449704,4093270026,122,QN0902,"(40.699015, -73.832356)",23-Aug,24014,46,3,28,60
P.S. @ 639 ST ANN'S AVENUE - BRONX,X,7,New,66789000,CAP,X487,639 ST ANN'S AVENUE,Bronx,10455,BRONX,40.816532,-73.911747,201,17,2115801,2023590100,71,BX0102,"(40.816532, -73.911747)",23-Aug,10933,49,5,43,23
P.S. 131 - BROOKLYN,K,15,FLOOD ELIMINATION / PARAPETS / ROOFS / WATER PENETRATION THROUGH EXTERIOR,12900000,CIP,K131,4305 FORT HAMILTON PARKWAY,Brooklyn,11204,BROOKLYN,40.641157,-73.993482,312,44,3136085,3056030001,224,BK1202,"(40.641157, -73.993482)",23-Aug,17621,2,2,27,39
P.S. 164 - QUEENS,Q,25,EXTERIOR MASONRY / PARAPETS / ROOFS / WINDOWS,15549000,CIP,Q164,138-01 77 AVENUE,Queens,11204,QUEENS,40.720924,-73.823362,408,24,4142980,4066060002,77902,QN0801,"(40.720924, -73.823362)",23-Aug,14509,25,3,24,65
MARTIN VAN BUREN HS - QUEENS,Q,26,LSP- DOMESTIC WATER HEATER,283150,CIP,Q435,230-17 HILLSIDE AVENUE,Queens,11204,QUEENS,40.733066,-73.738756,413,23,4166101,4079300002,1301,QN1302,"(40.733066, -73.738756)",23-Aug,24336,63,3,16,63
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS - BRONX,X,9,ELECTRICAL WORK FOR A/C INITIATIVE / LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,139884.83,CIP,X145,1000 TELLER AVENUE,Bronx,11204,BRONX,40.827941,-73.914374,204,16,2097111,2024240001,173,BX0401,"(40.827941, -73.914374)",23-Aug,10934,50,5,42,27
P.S. 107 - QUEENS,Q,25,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,6254000,CIP,Q107,167-02 45 AVENUE,Queens,11204,QUEENS,40.756013,-73.799706,407,19,4123454,4054460018,1195,QN0705,"(40.756013, -73.799706)",23-Aug,14193,22,3,20,67
P.S. 177 - BROOKLYN,K,21,PATH OF TRAVEL PLANYC PLAYGROUND REDEVELOPMENT / PLANYC PLAYGROUND REDEVELOPMENT,2593919,CIP,K177,346 AVENUE P,Brooklyn,11204,BROOKLYN,40.608604,-73.974847,311,44,3175834,3066310001,424,BK1103,"(40.608604, -73.974847)",23-Aug,18183,1,2,18,37
P.S. 46 - BRONX,X,10,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,10974000,CIP,X046,2760 BRIGGS AVENUE,Bronx,11204,BRONX,40.867623,-73.890518,207,15,2127331,2032950001,40501,BX0702,"(40.867623, -73.890518)",23-Aug,10936,24,5,22,34
P.S. 140 - MANHATTAN,M,1,IPDVS INSTALLATIONS,675000,CIP,M140,123 RIDGE STREET,Manhattan,11204,MANHATTAN,40.71925,-73.983056,103,1,1004091,1003440001,2201,MN0302,"(40.71925, -73.983056)",23-Aug,11723,70,4,32,4
I.S. 162 - BROOKLYN,K,32,IPDVS CAMERA INSTALLATION,163300,CIP,K162,1390 WILLOUGHBY AVENUE,Brooklyn,11204,BROOKLYN,40.707229,-73.919805,304,34,3073018,3032120001,445,BK0401,"(40.707229, -73.919805)",23-Aug,13828,42,2,30,53
P.S. 35 - STATEN ISLAND,R,31,COVID VENTILATION,55358,CIP,R035,60 FOOTE AVENUE,Staten Island,11204,STATEN IS,40.613721,-74.099626,501,49,5015603,5006100127,47,SI0104,"(40.613721, -74.099626)",23-Aug,10369,4,1,13,74
I.S. 98 - BROOKLYN,K,21,FACADE / PARAPETS / WINDOWS,10831000,CIP,K043,1401 EMMONS AVENUE,Brooklyn,11204,BROOKLYN,40.583125,-73.954037,315,48,3246958,3087670026,608,BK1503,"(40.583125, -73.954037)",23-Aug,13826,32,2,15,36
P.S. 173 - QUEENS,Q,26,EXTERIOR MASONRY / PARAPETS / ROOFS,6324000,CIP,Q173,174-10 67TH AVENUE,Queens,11204,QUEENS,40.734572,-73.795484,408,24,4149690,4069270022,1223,QN0803,"(40.734572, -73.795484)",23-Aug,14507,25,3,24,65
P.S. 230 - BROOKLYN,K,15,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,12748448,CIP,K230,1 ALBEMARLE ROAD,Brooklyn,11204,BROOKLYN,40.645017,-73.980761,312,39,3124109,3053230032,498,BK1203,"(40.645017, -73.980761)",23-Aug,17620,2,2,27,39
P.S. 398 - BROOKLYN,K,17,PLAYGROUND REDEVELOPMENT,2640000,CIP,K398,60 EAST 94 STREET,Brooklyn,11204,BROOKLYN,40.663559,-73.926959,317,41,3323072,3045950015,882,BK1704,"(40.663559, -73.926959)",23-Aug,17614,61,2,17,40
HEALTH ARTS ROBOTICS AND TECHNOLOGY HS - Q,Q,29,FY22 RESO A AUDITORIUM UPGRADE,626000,CIP,Q490,207-01 116 AVENUE,Queens,11204,QUEENS,40.697819,-73.745728,413,27,4238003,4110490001,53401,QN1304,"(40.697819, -73.745728)",23-Aug,15311,63,3,6,63
P.S. 306 - BRONX,X,10,IPDVS INSTALLATIONS,715000,CIP,X306,40 WEST TREMONT AVENUE,Bronx,11204,BRONX,40.851815,-73.91118,205,14,2098721,2028620014,217,BX0501,"(40.851815, -73.91118)",23-Aug,10931,6,5,29,29
P.S. 166 - MANHATTAN,M,3,FIRE ALARM/MECHANICAL SYSTEMS,1375000,CIP,M166,132 WEST 89 STREET,Manhattan,11204,MANHATTAN,40.788865,-73.971847,107,6,1032308,1012190047,173,MN0702,"(40.788865, -73.971847)",23-Aug,12421,20,4,19,15
P.S. 138 - BRONX,X,8,Addition,57799000,CAP,X138,2060 LAFAYETTE AVENUE,Bronx,10473,BRONX,40.822665,-73.853366,209,18,2022289,2036090016,74,BX0903,"(40.822665, -73.853366)",23-Aug,11611,58,5,31,26
"HERO HIGH (HEALTH, EDUCATION, AND RESEARCH OCCUPAT",X,7,BATHROOM UPGRADES / GYM UPGRADE,3775000,CIP,X655,455 SOUTHERN BOULEVARD,Bronx,11204,BRONX,40.810803,-73.907015,201,8,2003883,2025760026,35,BX0101,"(40.810803, -73.907015)",23-Aug,10933,49,5,35,23
COLLABORATIVE ARTS MIDDLE SCHOOL - QUEENS,Q,29,FY20 RESO A LIBRARY / FY20 RESO A PATH OF TRAVEL LIBRARY,519000,CIP,Q231,145-00 SPRINGFIELD BOULEVARD,Queens,11204,QUEENS,40.664608,-73.758784,413,31,4285682,4133310001,320,QN1306,"(40.664608, -73.758784)",23-Aug,15313,63,3,47,63
BARD COLLEGE HS - MANHATTAN,M,1,FY18 RESO A AUDITORIUM  UPGRADE,51812,CIP,M097,525 EAST HOUSTON STREET,Manhattan,11204,MANHATTAN,40.719029,-73.975891,103,2,1004062,1003250025,1002,MN0302,"(40.719029, -73.975891)",23-Aug,11723,70,4,50,4
P.S. 153 - BRONX,X,11,IPDVS INSTALLATIONS,485000,CIP,X153,650 BAYCHESTER AVENUE,Bronx,11204,BRONX,40.872608,-73.833727,210,12,2097470,2051410150,46205,BX1004,"(40.872608, -73.833727)",23-Aug,12344,43,5,2,28
HOSTOS-LINCOLN ACADEMY OF SCIENCE,X,7,LSP LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,45500,CIP,X162,600 ST ANNS AVENUE,Bronx,11204,BRONX,40.815525,-73.912226,201,17,2004314,2026160001,73,BX0102,"(40.815525, -73.912226)",23-Aug,10933,49,5,43,23
P.S. 251 - BROOKLYN,K,22,ELECTRICAL WORK FOR A/C INITIATIVE,7216,CIP,K251,1037 EAST 54 STREET,Brooklyn,11204,BROOKLYN,40.632524,-73.924417,318,45,3214729,3077580001,722,BK1801,"(40.632524, -73.924417)",23-Aug,13825,5,2,8,38
I.S. 54 - MANHATTAN,M,3,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6728000,CIP,M054,103 WEST 107 STREET,Manhattan,11204,MANHATTAN,40.800119,-73.962837,107,7,1055990,1018620011,193,MN0703,"(40.800119, -73.962837)",23-Aug,12422,20,4,23,15
UNIVERSITY NEIGHBORHOOD HS - M,M,1,FY18 RESO A SAFETY SYSTEMS,60000,CIP,M446,200 MONROE STREET,Manhattan,11204,MANHATTAN,40.712399,-73.984497,103,1,1003214,1002590044,202,MN0302,"(40.712399, -73.984497)",23-Aug,11723,70,4,32,4
P.S. 195/196 - BRONX,X,12,Addition,61823735,CAP,X077,1250 WARD AVENUE,Bronx,10472,BRONX,40.830499,-73.877704,209,17,2000000,2037750025,54,BX0901,"(40.830499, -73.877704)",23-Aug,11610,58,5,31,26
I.S. 73 - QUEENS,Q,24,FY20 RESO A AUDITORIUM UPGRADE,395000,CIP,Q073,70-02 54 AVENUE,Queens,11204,QUEENS,40.729215,-73.893624,405,30,4058611,4025030031,49302,QN0501,"(40.729215, -73.893624)",23-Aug,14788,54,3,34,62
I.S. @ 650 86TH STREET - BROOKLYN,K,20,New,60780000,CAP,K322,650  86TH STREET,Brooklyn,11228,BROOKLYN,40.618851,-74.021875,310,50,3153881,3060560015,152,BK1001,"(40.618851, -74.021875)",23-Aug,13511,10,2,44,41
P.S. 287 - BROOKLYN,K,13,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7117000,CIP,K287,50 NAVY STREET,Brooklyn,11204,BROOKLYN,40.697901,-73.98054,302,35,3000203,3001110001,23,BK0202,"(40.697901, -73.98054)",23-Aug,16865,68,2,48,54
P.S. 232 - QUEENS,Q,27,EXTERIOR MASONRY / LOW-VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER / PLANYC CLIMATE CONTROL / WATER INILTRATION,15528000,CIP,Q232,153-23 83 STREET,Queens,11204,QUEENS,40.665909,-73.851216,410,32,4247454,4114450001,6202,QN1003,"(40.665909, -73.851216)",23-Aug,15314,62,3,41,64
ADULT AND CONTINUING EDUCATION,K,13,EXTERIOR MASONRY / FLOOD ELIMINATION / LOW VOLTAGE ELECTRICAL SYSTEMS / PARAPETS / ROOFS / VENTILATION / WINDOWS,9880000,CIP,K743,475 NOSTRAND AVENUE,Brooklyn,11204,BROOKLYN,40.681233,-73.949737,303,36,3053020,3018440001,249,BK0301,"(40.681233, -73.949737)",23-Aug,17618,69,2,49,51
P.S. 20 - QUEENS,Q,25,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,6370000,CIP,Q020,142-30 BARCLAY AVENUE,Queens,11204,QUEENS,40.758689,-73.824832,407,20,4114657,4050470001,855,QN0707,"(40.758689, -73.824832)",23-Aug,14190,22,3,3,67
P.S. 20 - BRONX,X,10,LSP DOMESTIC WATER HEATER REPLACEMENT,68401,CIP,X020,3050 WEBSTER AVENUE,Bronx,11204,BRONX,40.870002,-73.878875,207,11,2086851,2033300001,425,BX0703,"(40.870002, -73.878875)",23-Aug,11605,24,5,40,34
P.S. 169 - QUEENS,Q,25,Addition,63848893,CAP,Q169,18-25 212 STREET,Queens,11360,QUEENS,40.782248,-73.779063,407,19,4131147,4058650050,99704,QN0703,"(40.782248, -73.779063)",23-Aug,14195,22,3,20,67
Q752 SPED - QUEENS,Q,28,EXTERIOR MASONRY / PARAPETS / REINFORCING SUPPORT ELEMENTS / ROOFS,5000527,CIP,Q142,142-10 LINDEN BOULEVARD,Queens,11204,QUEENS,40.684142,-73.801479,412,28,4259200,4119720070,192,QN1203,"(40.684142, -73.801479)",23-Aug,24671,41,3,46,71
ALFRED E. SMITH HS - X,X,7,IPDVS CAMERA INSTALLATION,568596,CIP,X600,333 EAST 151 STREET,Bronx,11204,BRONX,40.818232,-73.919867,201,17,2001874,2024110022,67,BX0102,"(40.818232, -73.919867)",23-Aug,10929,49,5,43,23
P.S. 188 - MANHATTAN,M,1,LL 26-EXIT SIGNS,82572.27,CIP,M188,442 EAST HOUSTON STREET,Manhattan,11204,MANHATTAN,40.719598,-73.977904,103,2,1004349,1003560100,20,MN0303,"(40.719598, -73.977904)",23-Aug,11723,70,4,50,5
P.S. 15 - BROOKLYN,K,15,GAS LEAK,16754.48,CIP,K015,71 SULLIVAN STREET,Brooklyn,11204,BROOKLYN,40.677343,-74.011558,306,38,3008585,3005660001,5301,BK0601,"(40.677343, -74.011558)",23-Aug,13514,14,2,7,48
P.S. 117 - QUEENS,Q,28,LSP DOMESTIC WATER HEATER,84450,CIP,Q117,85-15 143RD STREET,Queens,11204,QUEENS,40.709463,-73.813376,408,24,4208040,4097230150,232,QN0805,"(40.709463, -73.813376)",23-Aug,24670,25,3,24,65
FORT HAMILTON HS - K,K,20,LOW VOLTAGE ELECTRICAL SYSTEM,3051000,CIP,K490,8301 SHORE ROAD,Brooklyn,11204,BROOKLYN,40.627898,-74.039985,310,47,3152318,3060130001,46,BK1001,"(40.627898, -74.039985)",23-Aug,17216,10,2,44,41
K053 SPED - BROOKLYN,K,32,FY20 RESO A GYMNASIUM UPGRADE,275000,CIP,K384,242 COOPER STREET,Brooklyn,11204,BROOKLYN,40.690353,-73.904803,304,37,3080043,3034420001,409,BK0402,"(40.690353, -73.904803)",23-Aug,17214,42,2,37,53
P.S. 207 - BROOKLYN,K,22,ELECTRICAL WORK FOR A/C INITIATIVE,7216,CIP,K207,4011 FILLMORE AVENUE,Brooklyn,11204,BROOKLYN,40.613353,-73.930129,318,46,3239388,3084840001,652,BK1802,"(40.613353, -73.930129)",23-Aug,13825,5,2,8,38
P.S. 99 - QUEENS,Q,28,PLAYGROUND UPGRADE,673000,CIP,Q099,82-37 KEW GARDENS ROAD,Queens,11204,QUEENS,40.711419,-73.828628,409,29,4080168,4033600001,21601,QN0901,"(40.711419, -73.828628)",23-Aug,24011,46,3,28,60
SUSAN E. WAGNER HS - STATEN ISLAND,R,31,PATH OF TRAVEL LSP ROOM CONVERSION,80800,CIP,R460,1200 MANOR ROAD,Staten Island,11204,STATEN IS,40.596896,-74.124169,502,50,5146639,5009550100,181,SI0203,"(40.596896, -74.124169)",23-Aug,10693,30,1,14,76
P.S. 36 - BRONX,X,8,ELECTRICAL WORK FOR A/C INITIATIVE,5455.09,CIP,X036,1070 CASTLE HILL AVENUE,Bronx,11204,BRONX,40.829344,-73.850428,209,18,2026706,2038170001,78,BX0903,"(40.829344, -73.850428)",23-Aug,11610,58,5,31,26
I.S. 528 - MANHATTAN,M,6,IPDVS INSTALLATIONS,473000,CIP,M528,180 WADSWORTH AVENUE,Manhattan,11204,MANHATTAN,40.85051,-73.934485,112,10,1063928,1021640032,271,MN1202,"(40.85051, -73.934485)",23-Aug,13091,47,4,39,22
P.S. 81 - QUEENS,Q,24,FY21 RESO A CAFETERIA UPGRADE / PATH OF TRAVEL RESO A CAFETERIA UPGRADE,229446.1,CIP,Q848,511 SENECA AVENUE,Queens,11204,QUEENS,40.705315,-73.911909,405,34,4081987,4034340001,545,QN0502,"(40.705315, -73.911909)",23-Aug,15310,54,3,30,62
LAFAYETTE ACADEMY - MANHATTAN,M,3,ELEVATOR MODERNIZATION,6940700,CIP,M118,154 WEST 93 STREET,Manhattan,11204,MANHATTAN,40.791709,-73.970802,107,7,1032522,1012230005,177,MN0702,"(40.791709, -73.970802)",23-Aug,12422,20,4,19,15
THURGOOD MARSHALL ACADEMY - MANHATTAN,M,5,IPDVS INSTALLATIONS,697000,CIP,M970,200-214 WEST 135 STREET,Manhattan,11204,MANHATTAN,40.815449,-73.944061,110,9,1058843,1019400035,228,MN1002,"(40.815449, -73.944061)",23-Aug,12427,18,4,36,20
P.S. 124 - QUEENS,Q,27,IPDVS / IPDVS FULL CAMERA UPGRADE / IPDVS INSTALLATION,614000,CIP,Q124,129-15 150 AVENUE,Queens,11204,QUEENS,40.665058,-73.811701,410,28,4257530,4118820001,84602,QN1001,"(40.665058, -73.811701)",23-Aug,24016,62,3,46,64
CHANNEL VIEW SCL FOR RESEARCH - Q,Q,27,TENNIS COURT REMEDIATION,4362000,CIP,Q411,100-00 BEACH CHANNEL DRIVE,Queens,11204,QUEENS,40.586066,-73.822624,414,32,4303773,4161670099,94201,QN1402,"(40.586066, -73.822624)",23-Aug,20532,51,3,41,58
P.S. 11 - MANHATTAN,M,2,ACCESSIBILITY / EXTERIOR MASONRY / PARAPETS / ROOF REPLACEMENT,30344508,CIP,M011,320 WEST 21 STREET,Manhattan,11204,MANHATTAN,40.744349,-74.000253,104,3,1013260,1007440024,89,MN0401,"(40.744349, -74.000253)",23-Aug,12074,12,4,10,6
PORT RICHMOND HS - R,R,31,ATHLETIC FIELD,15621000,CIP,R446,39 INNIS STREET,Staten Island,11204,STATEN IS,40.633704,-74.142364,501,49,5026076,5011210001,213,SI0106,"(40.633704, -74.142364)",23-Aug,10370,4,1,13,75
I.S. 839 - MANHATTAN,M,1,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,10550000,CIP,M064,600 EAST 6 STREET,Manhattan,11204,MANHATTAN,40.724435,-73.981521,103,2,1004627,1003870001,2601,MN0303,"(40.724435, -73.981521)",23-Aug,11729,70,4,50,5
I.S. 59 - QUEENS,Q,29,WATER PENETRATION IN BOILER ROOM AND OIL TANK VAULT,992000,CIP,Q059,132-55 RIDGEDALE STREET,Queens,11204,QUEENS,40.68173,-73.753429,412,27,4274083,4127230076,352,QN1205,"(40.68173, -73.753429)",23-Aug,15313,41,3,6,71
P.S. 45 - QUEENS,Q,27,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,12166000,CIP,Q045,126-28 150 STREET,Queens,11204,QUEENS,40.672727,-73.788164,412,28,4262725,4121040001,788,QN1203,"(40.672727, -73.788164)",23-Aug,24671,41,3,46,71
P.S. 3 - STATEN ISLAND,R,31,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,6930000,CIP,R003,80 SOUTH GOFF AVENUE,Staten Island,11204,STATEN IS,40.520699,-74.211264,503,51,5083311,5067960044,198,SI0304,"(40.520699, -74.211264)",23-Aug,10696,15,1,9,77
P.S. 23 - BROOKLYN,K,14,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,5970000,CIP,K023,545 WILLOUGHBY AVENUE,Brooklyn,11204,BROOKLYN,40.69407,-73.94756,303,36,3048818,3017590013,25901,BK0301,"(40.69407, -73.94756)",23-Aug,17213,69,2,49,51
I.S. 109 - QUEENS,Q,29,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,587000,CIP,Q109,213-10 92 AVENUE,Queens,11204,QUEENS,40.720713,-73.747001,413,23,4226839,4106260001,542,QN1303,"(40.720713, -73.747001)",23-Aug,24337,63,3,16,63
P.S. 163 - BROOKLYN,K,20,FY22 RESO A GYMNASIUM UPGRADE,499510,CIP,K807,109 BAY 14 STREET,Brooklyn,11204,BROOKLYN,40.606792,-74.00806,311,47,3392297,3063990040,180,BK1102,"(40.606792, -74.00806)",23-Aug,17616,1,2,44,37
P.S. 98 - QUEENS,Q,26,ASPHALT FLOORING,695000,CIP,Q098,40-20 235 STREET,Queens,11204,QUEENS,40.769271,-73.749369,411,19,4168629,4080820285,1483,QN1103,"(40.769271, -73.749369)",23-Aug,14505,26,3,20,69
P.S. 92 - BROOKLYN,K,17,NYS AUDITORIUM UPGRADE,448000,CIP,K092,601 PARKSIDE AVENUE,Brooklyn,11204,BROOKLYN,40.656046,-73.953742,309,40,3115866,3050490055,802,BK0902,"(40.656046, -73.953742)",23-Aug,13510,17,2,11,44
THOMAS A. EDISON HS - Q,Q,28,STRUCTURAL REPAIR OF Q620 GYM,621000,CIP,Q620,165-65 84 AVENUE,Queens,11204,QUEENS,40.715389,-73.800369,408,24,4211027,4098670002,452,QN0805,"(40.715389, -73.800369)",23-Aug,24340,25,3,24,65
I.S. 394 - BROOKLYN,K,17,IPDVS INSTALLATIONS,494000,CIP,K210,188 ROCHESTER AVENUE,Brooklyn,11204,BROOKLYN,40.672762,-73.927973,308,36,3036289,3013670022,347,BK0802,"(40.672762, -73.927973)",23-Aug,17615,16,2,49,49
P.S. 222 - QUEENS,Q,30,LSP DOMESTIC WATER HEATER,187631.22,CIP,Q222,86-15 37TH AVENUE,Queens,11204,QUEENS,40.750172,-73.880363,403,25,4035854,4014600034,279,QN0301,"(40.750172, -73.880363)",23-Aug,14783,65,3,5,73
I.S. 119 - QUEENS,Q,24,LSP REPLACEMENT OF GAS FIRED WATER HEATER,89300,CIP,Q119,74-01 78 AVENUE,Queens,11204,QUEENS,40.704406,-73.875183,405,32,4092660,4038120020,63301,QN0503,"(40.704406, -73.875183)",23-Aug,15310,54,3,34,62
I.S. 2 - BROOKLYN,K,17,CLIMATE CONTROL / CONDENSING UNITS DX COILS REPLACEMENT / EXTERIOR MASONRY / LOW-VOLTAGE ELECTRICAL SYSTEM / PARAPETS / ROOFS / VENTILATION,12555000,CIP,K002,655 PARKSIDE AVENUE,Brooklyn,11204,BROOKLYN,40.656183,-73.951583,309,40,3378201,3050500051,802,BK0902,"(40.656183, -73.951583)",23-Aug,13509,17,2,11,44
THE BUSINESS OF SPORTS SCHOOL,M,2,CHARTER MATCH AUDITORIUM UPGRADE,3336000,CIP,M625,439 WEST 49 STREET,Manhattan,11204,MANHATTAN,40.76337,-73.9906,104,3,1026646,1010590015,127,MN0402,"(40.76337, -73.9906)",23-Aug,12081,12,4,10,10
I.S. 72 - STATEN ISLAND,R,31,PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL,7976000,CIP,R072,33 FERNDALE AVENUE,Staten Island,11204,STATEN IS,40.593005,-74.158988,502,51,5037524,5023640001,27706,SI0204,"(40.593005, -74.158988)",23-Aug,10700,30,1,9,75
P.S. 193 - QUEENS,Q,25,PATH OF TRAVEL TCU REMOVAL / PLAYGROUND REDEVELOPMENT / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / TCU REMOVAL/PLAYGROUND REDEVELOPMENT,9648457.65,CIP,Q193,152-20 11 AVENUE,Queens,11204,QUEENS,40.792483,-73.809741,407,19,4103056,4045380001,987,QN0702,"(40.792483, -73.809741)",23-Aug,14192,22,3,20,67
P.S. 29 - QUEENS,Q,25,LSP DOMESTIC WATER HEATER REPLACEMENT,124691.03,CIP,Q029,125-10 23 AVENUE,Queens,11204,QUEENS,40.778601,-73.843187,407,19,4099925,4042290014,907,QN0701,"(40.778601, -73.843187)",23-Aug,14191,22,3,20,67
P.S. @ 140 BEACH 112 STREET - QUEENS,Q,27,Lease,0,CAP,Q593,140 BEACH 112 STREET,Queens,11694,QUEENS,40.57978,-73.833131,414,32,4303856,4161840001,938,QN1403,"(40.57978, -73.833131)",23-Aug,20532,51,3,41,58
I.S. 281 - BROOKLYN,K,21,FY20 RESO A AUDITORIUM UPGRADE / FY20 RESO A PATH OF TRAVEL AUDITORIUM UPGRADE,692384,CIP,K281,8787 24 AVENUE,Brooklyn,11204,BROOKLYN,40.595341,-73.993457,311,47,3186626,3068910001,304,BK1103,"(40.595341, -73.993457)",23-Aug,17616,1,2,45,37
P.S. 307 - BROOKLYN,K,13,NYS AUDITORIUM UPGRADE / PATH OF TRAVEL NYS AUDITORIUM UPGRADE,889000,CIP,K307,209 YORK STREET,Brooklyn,11204,BROOKLYN,40.701343,-73.982314,302,33,3000158,3000560007,21,BK0202,"(40.701343, -73.982314)",23-Aug,16865,68,2,38,54
HS OF COMPUTERS & TECHNOLOGY - X,X,11,ATHLETIC FIELD / FIELD HOUSE,17463000,CIP,X426,774 EAST GUN HILL ROAD,Bronx,11204,BRONX,40.876341,-73.863195,212,12,2057040,2046320050,372,BX1201,"(40.876341, -73.863195)",23-Aug,11605,29,5,2,30
P.S. 43 - BRONX,X,7,BOILER REPLACEMENT / CLIMATE CONTROL / DOMESTIC PIPING / EXTERIOR MASONRY / REINFORCING SUPPORT ELEMENTS / WATER PENETRATION,21380000,CIP,X043,165 BROWN PLACE,Bronx,11204,BRONX,40.806351,-73.921196,201,8,2000205,2022800040,25,BX0101,"(40.806351, -73.921196)",23-Aug,10932,49,5,35,23
P.S. 126 - BRONX,X,9,PATH OF TRAVEL PLAYGROUND REDEVELOPMENT / PLAYGROUND REDEVELOPMENT,5279000,CIP,X126,175 WEST 166 STREET,Bronx,11204,BRONX,40.835784,-73.928324,204,16,2003495,2025260083,199,BX0402,"(40.835784, -73.928324)",23-Aug,10930,50,5,42,27
P.S. 122 - QUEENS,Q,30,LSP DOMESTIC WATER HEATER,152258.92,CIP,Q122,21-21 DITMARS BOULEVARD,Queens,11204,QUEENS,40.780347,-73.916655,401,22,4019633,4008800001,103,QN0101,"(40.780347, -73.916655)",23-Aug,16862,39,3,4,72
THE WALTON AVENUE SCHOOL,X,9,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS / WINDOWS,20569000,CIP,X064,1425 WALTON AVENUE,Bronx,11204,BRONX,40.840096,-73.915569,204,16,2008098,2028430040,223,BX0403,"(40.840096, -73.915569)",23-Aug,10930,50,5,42,27
LONG ISLAND CITY HS - Q,Q,30,CRACKED PARAPETS / EXTERIOR MASONRY / FLOOD ELIMINATION / ROOFS,21700000,CIP,Q452,14-30 BROADWAY,Queens,11204,QUEENS,40.765826,-73.9328,401,22,4467709,4005290002,45,QN0105,"(40.765826, -73.9328)",23-Aug,16863,39,3,4,72
I.S. 98 - BRONX,X,12,EXTERIOR MASONRY / FLOOD ELIMINATION / PARAPETS / ROOFS,8384000,CIP,X098,1619 BOSTON ROAD,Bronx,11204,BRONX,40.8359,-73.890458,203,15,2009867,2029390093,155,BX0303,"(40.8359, -73.890458)",23-Aug,11269,34,5,43,25
